time,open,high,low,close,Avg Green Body,Avg Red Body
2024-10-07T09:30:00-04:00,168.38802112,169.13973113,167.6363111,168.34321721,NaN,NaN
2024-10-07T09:35:00-04:00,168.4228686,168.4228686,167.57657256,167.71596249,NaN,NaN
2024-10-07T09:40:00-04:00,167.65622395,167.76574461,167.32766196,167.32766196,0,0.36009066999998635
2024-10-07T09:45:00-04:00,167.33761838,167.37744408,166.96923069,167.14844633,0,0.4082133833333235
2024-10-07T09:50:00-04:00,167.11857705,167.12853348,166.6406687,166.72032009,0,0.3053303333333304
2024-10-07T09:55:00-04:00,166.73027652,166.94931785,166.6804944,166.79001506,0.019912846666670703,0.19580966999999797
2024-10-07T10:00:00-04:00,166.79997149,167.25796699,166.75018937,167.22809772,0.16262159000000528,0.13275231999999923
2024-10-07T10:05:00-04:00,167.23805414,167.46705189,167.15840275,167.30774911,0.1858532466666721,0
2024-10-07T10:10:00-04:00,167.33761838,167.54670329,167.16835917,167.50687759,0.2223601366666609,0
2024-10-07T10:15:00-04:00,167.50687759,167.69604965,167.48696474,167.56661613,0.09956423999999704,0
2024-10-07T10:20:00-04:00,167.57657256,167.61639825,167.49692117,167.55665971,0.07633258333333022,0.0066376166666657355
2024-10-07T10:25:00-04:00,167.55665971,167.58652898,167.37246587,167.53674686,0.019912846666670703,0.013275233333331471
2024-10-07T10:30:00-04:00,167.56661613,167.76574461,167.51683401,167.68111501,0.03816629333333784,0.013275233333331471
2024-10-07T10:35:00-04:00,167.6761368,167.74583177,167.55665971,167.58652898,0.03816629333333784,0.03650688999999829
2024-10-07T10:40:00-04:00,167.58652898,167.59648541,167.27787984,167.32766196,0.03816629333333784,0.11615827999999813
2024-10-07T10:45:00-04:00,167.34757481,167.44713905,167.27787984,167.3874005,0.013275230000004967,0.11615827999999813
2024-10-07T10:50:00-04:00,167.35753123,167.4272262,167.26792341,167.35753123,0.013275230000004967,0.08628900666666557
2024-10-07T10:55:00-04:00,167.36748765,167.40731335,167.05883851,167.11857705,0.013275230000004967,0.08297019999999596
2024-10-07T11:00:00-04:00,167.09866421,167.09866421,166.8895793,166.96923069,0,0.12611470666666946
2024-10-07T11:05:00-04:00,166.99909997,167.00905639,166.85971003,166.89953573,0,0.15930278666667164
2024-10-07T11:10:00-04:00,166.90949215,167.05883851,166.86966645,166.94931785,0.013275233333331471,0.07633258666667568
2024-10-07T11:15:00-04:00,166.93936142,167.04888209,166.929405,166.99909997,0.03318808333332868,0.033188080000002174
2024-10-07T11:20:00-04:00,166.98914354,167.01901281,166.79997149,166.85971003,0.03318808333332868,0.04314450333332805
2024-10-07T11:25:00-04:00,166.84975361,166.8895793,166.72032009,166.76014579,0.019912849999997206,0.0730137766666606
2024-10-07T11:30:00-04:00,166.79001506,166.8895793,166.71036367,166.83979718,0.016594040000001087,0.0730137766666606
2024-10-07T11:35:00-04:00,166.84975361,166.8895793,166.61079943,166.63071228,0.016594040000001087,0.10288304999999316
2024-10-07T11:40:00-04:00,166.6406687,166.79997149,166.56101731,166.60084301,0.016594040000001087,0.0862890066666561
2024-10-07T11:45:00-04:00,166.59088658,166.62075585,166.50127877,166.58093016,0,0.08960781333331624
2024-10-07T11:50:00-04:00,166.55106089,166.59088658,166.48136592,166.56101731,0.003318806666669616,0.016594036666655636
2024-10-07T11:55:00-04:00,166.57097373,166.6804944,166.50127877,166.62075585,0.019912846666670703,0.003318806666660142
2024-10-07T12:00:00-04:00,166.63071228,166.72032009,166.55106089,166.56101731,0.019912846666670703,0.023231656666666822
2024-10-07T12:05:00-04:00,166.55106089,166.58093016,166.3519324,166.38180168,0.016594040000001087,0.07965139333333582
2024-10-07T12:10:00-04:00,166.34197598,166.45149664,166.24241174,166.4315838,0.029869273333332558,0.07965139333333582
2024-10-07T12:15:00-04:00,166.4315838,166.63071228,166.4315838,166.57097373,0.07633258333333022,0.056419736666668996
2024-10-07T12:20:00-04:00,166.56101731,166.57097373,166.3519324,166.35691062,0.07633258333333022,0.06803556333333442
2024-10-07T12:25:00-04:00,166.36188883,166.37184525,166.11297823,166.11297823,0.04646330999999767,0.15100576333333038
2024-10-07T12:30:00-04:00,166.1030218,166.1826732,165.90389332,166.00345756,0,0.18419384333333255
2024-10-07T12:35:00-04:00,165.98354472,166.15280392,165.98354472,166.11297823,0.043144503333337525,0.11615827999999813
2024-10-07T12:40:00-04:00,166.1030218,166.1030218,166.0183922,166.05323968,0.043144503333337525,0.04978212000000326
2024-10-07T12:45:00-04:00,166.02337041,166.02337041,165.91384975,165.97358829,0.043144503333337525,0.033188080000002174
2024-10-07T12:50:00-04:00,165.95367544,165.98354472,165.88398048,165.97358829,0.0066376166666657355,0.033188080000002174
2024-10-07T12:55:00-04:00,165.97358829,166.06319611,165.95367544,165.99350114,0.013275233333331471,0.016594040000001087
2024-10-07T13:00:00-04:00,165.99350114,166.1428475,165.98354472,166.08310896,0.04314450666666403,0
2024-10-07T13:05:00-04:00,166.1030218,166.11297823,165.96363187,166.09306538,0.03650688999999829,0.003318806666660142
2024-10-07T13:10:00-04:00,166.09306538,166.11297823,165.81428551,165.84415478,0.029869273333332558,0.08628900666666557
2024-10-07T13:15:00-04:00,165.8541112,165.9337626,165.82424193,165.88398048,0.009956426666661855,0.08628900666666557
2024-10-07T13:20:00-04:00,165.88398048,165.9337626,165.76450339,165.82424193,0.009956426666661855,0.10288305000000264
2024-10-07T13:25:00-04:00,165.82424193,165.84415478,165.70476484,165.71472127,0.009956426666661855,0.056419736666659524
2024-10-07T13:30:00-04:00,165.71472127,165.77943802,165.66493915,165.72467769,0.003318806666660142,0.056419736666659524
2024-10-07T13:35:00-04:00,165.72467769,165.74459054,165.59524418,165.59524418,0.003318806666660142,0.07965138999999037
2024-10-07T13:40:00-04:00,165.6052006,165.67489557,165.56537491,165.59524418,0.003318806666660142,0.04646330999998819
2024-10-07T13:45:00-04:00,165.57533133,165.62511345,165.44589782,165.46581067,0,0.08297019666665999
2024-10-07T13:50:00-04:00,165.48572352,165.52554921,165.36624643,165.45087603,0,0.05144152333333333
2024-10-07T13:55:00-04:00,165.44589782,165.65498272,165.44589782,165.65498272,0.06969496666666448,0.04812271666667319
2024-10-07T14:00:00-04:00,165.66493915,165.684852,165.37620285,165.37620285,0.06969496666666448,0.1078612633333383
2024-10-07T14:05:00-04:00,165.38615928,165.4359414,165.31646431,165.34633358,0.06969496666666448,0.10952066666666838
2024-10-07T14:10:00-04:00,165.35629,165.53550564,165.26668219,165.45585424,0.033188080000002174,0.10952066666666838
2024-10-07T14:15:00-04:00,165.4359414,165.57533133,165.4359414,165.54546206,0.06969496666667396,0.013275233333331471
2024-10-07T14:20:00-04:00,165.55541848,165.57533133,165.1472051,165.27663861,0.06969496666667396,0.0929266233333313
2024-10-07T14:25:00-04:00,165.26668219,165.26668219,164.67925317,164.68920959,0.03650688666667179,0.2854174900000051
2024-10-07T14:30:00-04:00,164.70912244,164.79873026,164.29095263,164.43034257,0,0.37834411333333645
2024-10-07T14:35:00-04:00,164.43034257,164.70912244,164.13164985,164.56973251,0.046463313333333645,0.2854174900000051
2024-10-07T14:40:00-04:00,164.56973251,164.73899171,164.50999396,164.51995039,0.046463313333333645,0.1095206633333324
2024-10-07T14:45:00-04:00,164.51995039,164.54981966,163.78317501,163.85286998,0.046463313333333645,0.238954176666662
2024-10-07T14:50:00-04:00,163.81304428,164.1515627,163.81304428,164.00221634,0.06305735333332525,0.238954176666662
