time,open,high,low,close,Avg Green Body,Avg Red Body
2024-10-07T09:30:00-04:00,223.46000688,224.06718107,223.24102603,223.37042381,NaN,NaN
2024-10-07T09:35:00-04:00,223.33060911,223.88801492,223.0120915,223.87806124,NaN,NaN
2024-10-07T09:40:00-04:00,223.82829286,224.03732004,223.65908039,223.793455,0.18248404333332738,0.04147364333333788
2024-10-07T09:45:00-04:00,223.82829286,224.36579132,223.73870979,223.97759799,0.23225241999998994,0.01161262000000344
2024-10-07T09:50:00-04:00,223.96764432,224.10699577,223.69889509,223.79843184,0.04976837666666256,0.06801678000000304
2024-10-07T09:55:00-04:00,223.82829286,224.18662517,223.82829286,224.00745902,0.10949042999999392,0.05640415999999959
2024-10-07T10:00:00-04:00,223.98755167,224.38569867,223.95769064,224.375745,0.1891198300000004,0.05640415999999959
2024-10-07T10:05:00-04:00,224.375745,224.48523542,224.00745902,224.09704209,0.1891198300000004,0.09290096999999757
2024-10-07T10:10:00-04:00,224.08708842,224.14681047,223.38037748,224.03732004,0.12939777666666905,0.10949042999999392
2024-10-07T10:15:00-04:00,224.06718107,224.2164862,223.88801492,224.20653252,0.046450483333330794,0.10949042999999392
2024-10-07T10:20:00-04:00,224.2164862,224.39565235,224.14681047,224.28616192,0.06967572333333767,0.016589459999996354
2024-10-07T10:25:00-04:00,224.2961156,224.48523542,224.18662517,224.27620825,0.06967572333333767,0.006635783333337031
2024-10-07T10:30:00-04:00,224.27123141,224.40560602,224.12690312,224.33095346,0.04313258999999903,0.006635783333337031
2024-10-07T10:35:00-04:00,224.34588397,224.64449423,224.2961156,224.52505012,0.079629399999997,0.006635783333337031
2024-10-07T10:40:00-04:00,224.51509645,224.62458688,224.31602295,224.36081448,0.079629399999997,0.051427323333333184
2024-10-07T10:45:00-04:00,224.37076816,224.47030491,224.10699577,224.16671782,0.059722050000004856,0.11944410333333622
2024-10-07T10:50:00-04:00,224.15676414,224.22146303,223.99750534,224.10699577,0,0.13603356000000608
2024-10-07T10:55:00-04:00,224.12690312,224.43546705,224.12690312,224.2563009,0.043132593333335,0.08460623666667288
2024-10-07T11:00:00-04:00,224.24634722,224.24634722,223.55954364,223.69889509,0.043132593333335,0.19907349999999724
2024-10-07T11:05:00-04:00,223.72875611,223.793455,223.45005321,223.64912671,0.043132593333335,0.20902717666666604
2024-10-07T11:10:00-04:00,223.63917304,223.96266748,223.56949731,223.87806124,0.079629399999997,0.20902717666666604
2024-10-07T11:15:00-04:00,223.87806124,224.07713474,223.76857081,224.01741269,0.12607988333332779,0.02654313333333865
2024-10-07T11:20:00-04:00,224.03732004,224.09704209,223.89796859,223.98755167,0.12607988333332779,0.01658945666666985
2024-10-07T11:25:00-04:00,223.9925285,224.05225056,223.82829286,224.03732004,0.061380996666666,0.01658945666666985
2024-10-07T11:30:00-04:00,224.04727372,224.23141671,223.97759799,224.19657884,0.06469888666667127,0.01658945666666985
2024-10-07T11:35:00-04:00,224.20653252,224.2164862,223.71880244,223.79843184,0.06469888666667127,0.13603355999999658
2024-10-07T11:40:00-04:00,223.79843184,223.99750534,223.75861714,223.77852449,0.04976837333333606,0.14266934333333361
2024-10-07T11:45:00-04:00,223.78847816,223.87806124,223.69889509,223.76857081,0,0.14930512666667065
2024-10-07T11:50:00-04:00,223.75861714,223.89299175,223.66903406,223.86810757,0.03649680999999797,0.013271566666674062
2024-10-07T11:55:00-04:00,223.88801492,223.91787594,223.71880244,223.84820021,0.03649680999999797,0.019907353333337596
2024-10-07T12:00:00-04:00,223.83824654,223.88801492,223.65908039,223.67898774,0.03649680999999797,0.06635783666666839
2024-10-07T12:05:00-04:00,223.68894141,223.70884876,223.24102603,223.24102603,0,0.21566296333333904
2024-10-07T12:10:00-04:00,223.25097971,223.54958996,223.03199885,223.52968261,0.09290096666667107,0.20239139333333847
2024-10-07T12:15:00-04:00,223.54958996,223.76857081,223.54958996,223.70884876,0.14598723333333888,0.14930512666667065
2024-10-07T12:20:00-04:00,223.69889509,223.78847816,223.58940466,223.71880244,0.15262301666666644,0
2024-10-07T12:25:00-04:00,223.7138256,223.71880244,223.21116501,223.21116501,0.059722049999995384,0.16755353000000164
2024-10-07T12:30:00-04:00,223.22111868,223.27088706,223.02204518,223.14148928,0.006635783333327557,0.19409666333333084
2024-10-07T12:35:00-04:00,223.14148928,223.37042381,223.14148928,223.22111868,0.026543133333329177,0.19409666333333084
2024-10-07T12:40:00-04:00,223.21116501,223.35051646,223.11162825,223.11162825,0.026543133333329177,0.05972205333333136
2024-10-07T12:45:00-04:00,223.12158193,223.14148928,222.96232313,223.07181355,0.026543133333329177,0.04976837999999854
2024-10-07T12:50:00-04:00,223.07181355,223.07181355,222.8528327,222.92250843,0,0.0995367533333346
2024-10-07T12:55:00-04:00,222.94241578,223.0120915,222.8926474,222.92250843,0,0.07299361666666944
2024-10-07T13:00:00-04:00,222.92250843,223.14148928,222.92250843,223.14148928,0.07299361666666944,0.05640415666667309
2024-10-07T13:05:00-04:00,223.15144296,223.44507637,223.11162825,223.44009953,0.1692124733333363,0.006635783333337031
2024-10-07T13:10:00-04:00,223.43014586,223.52470577,223.25097971,223.26093338,0.1692124733333363,0.05640415999999959
2024-10-07T13:15:00-04:00,223.26093338,223.37042381,223.11162825,223.11162825,0.09621885666666685,0.10617253666667163
2024-10-07T13:20:00-04:00,223.14148928,223.17135031,222.7732033,222.92250843,0,0.17916615333334107
2024-10-07T13:25:00-04:00,222.9324621,222.9722768,222.76324962,222.78315698,0,0.17253036666667754
2024-10-07T13:30:00-04:00,222.76324962,223.00711467,222.68362022,222.96232313,0.06635783666665891,0.1227619900000055
2024-10-07T13:35:00-04:00,222.98223048,223.02204518,222.8528327,222.8528327,0.06635783666665891,0.09290096666667107
2024-10-07T13:40:00-04:00,222.86278638,222.88269373,222.66371287,222.74334227,0.06635783666665891,0.08294729666666474
2024-10-07T13:45:00-04:00,222.7333886,222.80306433,222.51440775,222.55422245,0,0.1426693466666696
2024-10-07T13:50:00-04:00,222.55422245,222.7333886,222.36510262,222.6935739,0.046450483333330794,0.0995367533333346
2024-10-07T13:55:00-04:00,222.70352757,222.82297168,222.6139445,222.813018,0.08294729333332877,0.059722050000004856
2024-10-07T14:00:00-04:00,222.83292535,222.88269373,222.62389817,222.65873604,0.08294729333332877,0.05806310333333423
2024-10-07T14:05:00-04:00,222.66371287,222.71348125,222.51440775,222.55422245,0.03649680999999797,0.0945599100000057
2024-10-07T14:10:00-04:00,222.55422245,222.72343492,222.50445407,222.64380552,0.02986102333333444,0.0945599100000057
2024-10-07T14:15:00-04:00,222.64380552,222.83292535,222.6139445,222.83292535,0.09290096666667107,0.03649680666667147
2024-10-07T14:20:00-04:00,222.84287903,222.94241578,222.62389817,222.76324962,0.09290096666667107,0.026543136666665152
2024-10-07T14:25:00-04:00,222.76324962,222.8926474,222.6139445,222.70352757,0.06303994333333662,0.04645048666666677
2024-10-07T14:30:00-04:00,222.68362022,222.68362022,221.89727989,221.98686296,0,0.2787029066666662
2024-10-07T14:35:00-04:00,221.96695561,222.29542689,221.73802109,221.94704826,0,0.2587955533333381
2024-10-07T14:40:00-04:00,221.93709459,222.28547322,221.91718724,222.02667766,0.02986102333333444,0.23888820333333646
2024-10-07T14:45:00-04:00,222.02667766,222.10630707,221.31001305,221.46927186,0.02986102333333444,0.19243771666666967
